datetime,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,temp,feelslike,humidity,precip,preciptype,snow,snowdepth,windspeed,cloudcover,visibility,conditions,icon
2022-03-23,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,None,Taxi,None,44.2,38.6,46.7,0.001,rain,0.0,0.0,17.7,40.4,9.9,"Rain, Partially cloudy",rain
2022-03-24,0.0,0.0,0,0,0,0,0,0,Brakes Defective,Unspecified,Sedan,Sedan,43.6,36.1,90.7,0.24,rain,0.0,0.0,21.8,100.0,6.1,"Rain, Overcast",rain
2022-03-25,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Taxi,Sedan,50.3,49.3,69.9,0.026,rain,0.0,0.0,17.8,71.4,9.4,"Rain, Partially cloudy",rain
2022-03-26,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Sedan,Moped,49.3,46.7,53.5,0.002,rain,0.0,0.0,14.2,87.1,9.9,"Rain, Partially cloudy",rain
2022-03-27,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,41.2,36.4,54.7,0.0,"rain,snow",0.0,0.0,18.2,77.5,9.9,Partially cloudy,partly-cloudy-day
2022-03-28,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck,29.9,23.5,42.4,0.046,"rain,snow",0.0,0.0,15.2,45.5,9.9,"Snow, Rain, Partially cloudy",rain
2022-03-29,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Sedan,32.4,25.9,42.0,0.009,"rain,snow",0.0,0.0,18.2,47.8,9.8,"Snow, Rain, Partially cloudy",rain
2022-03-30,1.0,0.0,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,Sedan,Sedan,37.5,32.9,35.9,0.0,none,0.0,0.0,9.6,34.3,9.9,Partially cloudy,partly-cloudy-day
2022-03-31,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,55.1,54.5,76.2,0.0,rain,0.0,0.0,12.4,96.9,7.7,Overcast,cloudy
2022-04-01,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck,53.2,51.7,59.8,0.301,rain,0.0,0.0,18.5,91.0,9.5,"Rain, Overcast",rain
2022-04-02,4.0,0.0,0,0,0,0,4,0,Traffic Control Disregarded,Unspecified,Sedan,Sedan,44.8,40.5,41.3,0.0,none,0.0,0.0,15.2,50.8,9.9,Partially cloudy,partly-cloudy-day
2022-04-03,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Sedan,44.7,42.3,69.4,0.091,rain,0.0,0.0,14.2,70.1,9.5,"Rain, Partially cloudy",rain
2022-04-04,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Station Wagon/Sport Utility Vehicle,None,46.4,43.1,48.3,0.0,none,0.0,0.0,16.1,30.4,9.9,Partially cloudy,partly-cloudy-day
2022-04-05,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,49.6,48.7,48.7,0.017,rain,0.0,0.0,11.4,86.1,9.6,"Rain, Partially cloudy",rain
2022-04-06,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,47.8,43.4,88.5,0.27,rain,0.0,0.0,20.5,100.0,8.4,"Rain, Overcast",rain
2022-04-07,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Sedan,Station Wagon/Sport Utility Vehicle,48.9,45.5,88.4,0.29,rain,0.0,0.0,20.9,100.0,7.5,"Rain, Overcast",rain
2022-04-08,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,55.4,55.1,62.1,0.017,rain,0.0,0.0,13.7,48.3,9.0,"Rain, Partially cloudy",rain
2022-04-09,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Sedan,None,50.9,50.1,65.2,0.059,rain,0.0,0.0,17.0,81.0,9.8,"Rain, Partially cloudy",rain
2022-04-10,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Sedan,None,47.6,45.4,51.2,0.037,rain,0.0,0.0,19.9,90.1,9.9,"Rain, Overcast",rain
2022-04-11,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,Bike,49.5,48.4,48.0,0.018,rain,0.0,0.0,7.1,7.7,9.9,Rain,rain
2022-04-12,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bus,57.8,57.7,58.9,0.049,rain,0.0,0.0,7.8,47.0,9.9,"Rain, Partially cloudy",rain
2022-04-13,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,59.7,59.7,66.1,0.009,rain,0.0,0.0,14.7,29.3,9.9,"Rain, Partially cloudy",rain
2022-04-14,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Sedan,None,68.0,67.9,60.4,0.115,rain,0.0,0.0,9.9,31.2,9.7,"Rain, Partially cloudy",rain
2022-04-15,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Station Wagon/Sport Utility Vehicle,None,59.7,59.7,35.6,0.009,rain,0.0,0.0,13.9,12.5,9.9,Rain,rain
2022-04-16,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan,58.7,58.5,47.9,0.064,rain,0.0,0.0,11.4,29.9,9.6,"Rain, Partially cloudy",rain
2022-04-17,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Refrigerated Van,Taxi,47.6,46.3,49.7,0.02,rain,0.0,0.0,8.7,40.9,9.9,"Rain, Partially cloudy",rain
2022-04-18,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,46.3,42.4,51.5,0.157,rain,0.0,0.0,19.4,34.5,9.5,"Rain, Partially cloudy",rain
2022-04-19,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,45.9,40.6,69.3,0.329,rain,0.0,0.0,24.1,84.3,7.9,"Rain, Partially cloudy",rain
2022-04-20,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,50.8,48.2,44.9,0.0,none,0.0,0.0,16.9,18.3,9.9,Clear,clear-day
2022-04-21,1.0,0.0,0,0,1,0,0,0,Following Too Closely,None,Bike,None,52.0,50.9,64.7,0.018,rain,0.0,0.0,18.4,29.4,9.9,"Rain, Partially cloudy",rain
2022-04-22,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,Bike,60.6,60.6,43.5,0.0,none,0.0,0.0,11.4,1.8,9.7,Clear,clear-day
2022-04-23,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,Sedan,Bike,56.5,56.5,45.1,0.009,rain,0.0,0.0,13.4,52.0,9.7,"Rain, Partially cloudy",rain
2022-04-24,1.0,0.0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,55.0,54.6,53.2,0.0,none,0.0,0.0,13.6,30.9,9.9,Partially cloudy,partly-cloudy-day
2022-04-25,1.0,0.0,0,0,1,0,0,0,Following Too Closely,Unspecified,Sedan,Bike,52.3,51.0,52.1,0.009,rain,0.0,0.0,11.0,68.1,9.9,"Rain, Partially cloudy",rain
2022-04-26,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Sedan,None,54.9,54.9,78.1,0.056,rain,0.0,0.0,11.3,96.6,9.4,"Rain, Overcast",rain
2022-04-27,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,52.2,51.3,50.0,0.01,rain,0.0,0.0,11.0,63.9,9.9,"Rain, Partially cloudy",rain
2022-04-28,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Carry All,Station Wagon/Sport Utility Vehicle,49.4,48.3,34.4,0.009,rain,0.0,0.0,10.5,35.1,9.9,"Rain, Partially cloudy",rain
2022-04-29,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,53.3,52.5,24.3,0.009,rain,0.0,0.0,11.4,0.2,9.9,Rain,rain
2022-04-30,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,56.2,55.7,29.1,0.027,rain,0.0,0.0,8.0,0.2,9.9,Rain,rain
2022-05-01,1.0,0.0,0,0,1,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Bike,Station Wagon/Sport Utility Vehicle,56.9,56.8,50.7,0.028,rain,0.0,0.0,10.2,16.5,9.9,Rain,rain
2022-05-02,0.0,0.0,0,0,0,0,0,0,,None,None,None,54.3,54.3,83.7,0.068,rain,0.0,0.0,14.8,100.0,8.4,"Rain, Overcast",rain
2022-05-03,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Station Wagon/Sport Utility Vehicle,None,55.9,55.9,75.0,0.0,rain,0.0,0.0,13.6,55.9,9.9,Partially cloudy,partly-cloudy-day
2022-05-04,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Tanker,Sedan,55.5,55.5,84.9,0.079,rain,0.0,0.0,13.1,92.8,8.5,"Rain, Overcast",rain
2022-05-05,0.0,0.0,0,0,0,0,0,0,,None,None,None,63.3,63.3,58.7,0.018,rain,0.0,0.0,8.1,32.9,9.9,"Rain, Partially cloudy",rain
2022-05-06,1.0,0.0,1,0,0,0,0,0,Backing Unsafely,None,Sedan,None,55.8,55.8,80.3,0.076,rain,0.0,0.0,12.4,79.8,8.9,"Rain, Partially cloudy",rain
2022-05-07,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan,49.4,45.5,86.2,0.091,rain,0.0,0.0,22.6,100.0,8.3,"Rain, Overcast",rain
2022-05-08,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,None,52.4,49.9,49.7,0.0,rain,0.0,0.0,20.5,86.2,9.9,Partially cloudy,partly-cloudy-day
2022-05-09,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,58.5,57.4,29.5,0.0,none,0.0,0.0,21.6,3.1,9.9,Clear,clear-day
2022-05-10,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,61.2,61.2,28.2,0.018,rain,0.0,0.0,20.5,24.6,9.9,"Rain, Partially cloudy",rain
2022-05-11,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Bike,61.8,61.8,43.7,0.0,none,0.0,0.0,19.4,55.3,9.9,Partially cloudy,partly-cloudy-day
2022-05-12,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Tractor Truck Diesel,Van,62.8,62.8,74.2,0.0,none,0.0,0.0,12.6,58.1,9.9,Partially cloudy,partly-cloudy-day
2022-05-13,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Taxi,Box Truck,62.5,62.5,86.6,0.011,rain,0.0,0.0,13.5,99.4,8.2,"Rain, Overcast",rain
2022-05-14,1.0,0.0,0,0,0,0,1,0,Other Vehicular,None,Sedan,None,62.2,62.2,90.3,0.09,rain,0.0,0.0,7.8,92.4,7.1,"Rain, Overcast",rain
2022-05-15,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,65.5,65.5,84.0,0.018,rain,0.0,0.0,9.3,73.0,6.9,"Rain, Partially cloudy",rain
2022-05-16,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,E-Scooter,None,67.7,67.7,81.3,0.041,rain,0.0,0.0,11.3,53.9,9.5,"Rain, Partially cloudy",rain
2022-05-17,2.0,0.0,0,0,0,0,2,0,Unspecified,None,Sedan,None,66.8,66.8,50.8,0.0,none,0.0,0.0,19.5,20.1,9.6,Partially cloudy,partly-cloudy-day
2022-05-18,1.0,0.0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Sedan,Sedan,64.2,64.2,46.9,0.0,none,0.0,0.0,8.1,4.5,9.9,Clear,clear-day
2022-05-19,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Unspecified,Sedan,Sedan,59.7,59.7,82.3,0.076,rain,0.0,0.0,9.1,82.6,8.8,"Rain, Partially cloudy",rain
2022-05-20,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Ambulance,Station Wagon/Sport Utility Vehicle,62.3,62.3,85.5,0.084,rain,0.0,0.0,13.5,64.6,6.4,"Rain, Partially cloudy",rain
2022-05-21,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,73.7,74.8,75.9,0.0,rain,0.0,0.0,8.9,42.7,5.6,Partially cloudy,partly-cloudy-day
2022-05-22,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,Station Wagon/Sport Utility Vehicle,None,79.8,80.7,63.6,0.027,rain,0.0,0.0,9.9,10.6,9.9,Rain,rain
2022-05-23,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,None,None,69.3,69.3,48.9,0.009,rain,0.0,0.0,11.2,5.8,9.9,Rain,rain
2022-05-24,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Motorcycle,Station Wagon/Sport Utility Vehicle,63.1,63.1,61.9,0.128,rain,0.0,0.0,14.9,81.5,9.9,"Rain, Partially cloudy",rain
2022-05-25,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,None,61.3,61.3,59.6,0.018,rain,0.0,0.0,10.3,5.6,9.7,Rain,rain
2022-05-26,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Pick-up Truck,62.8,62.8,70.2,0.0,rain,0.0,0.0,11.3,51.6,9.9,Partially cloudy,partly-cloudy-day
2022-05-27,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike,68.9,68.9,83.9,0.06,rain,0.0,0.0,10.2,80.9,8.8,"Rain, Partially cloudy",rain
2022-05-28,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Sedan,69.0,69.0,80.8,0.14,rain,0.0,0.0,8.3,72.4,9.6,"Rain, Partially cloudy",rain
2022-05-29,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,69.8,69.8,61.2,0.0,none,0.0,0.0,8.9,6.7,9.9,Clear,clear-day
2022-05-30,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Pick-up Truck,None,74.5,74.7,64.4,0.0,none,0.0,0.0,7.0,4.9,9.9,Clear,clear-day
2022-05-31,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,82.6,82.8,54.6,0.0,none,0.0,0.0,15.8,11.6,9.9,Clear,clear-day
2022-06-01,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,63.8,63.8,78.6,0.671,rain,0.0,0.0,18.0,88.0,8.7,"Rain, Partially cloudy",rain
2022-06-02,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Sedan,68.2,68.2,86.5,0.471,rain,0.0,0.0,9.2,82.0,6.8,"Rain, Partially cloudy",rain
2022-06-03,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,68.3,68.3,77.7,0.0,rain,0.0,0.0,8.8,72.5,6.3,Partially cloudy,partly-cloudy-day
2022-06-04,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,Moped,71.0,70.9,52.6,0.0,rain,0.0,0.0,8.6,10.3,9.9,Clear,clear-day
2022-06-05,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,69.8,69.8,39.7,0.018,rain,0.0,0.0,10.9,1.9,9.9,Rain,rain
2022-06-06,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,None,71.9,71.8,42.7,0.0,none,0.0,0.0,14.7,0.6,9.9,Clear,clear-day
2022-06-07,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,70.0,70.0,65.0,0.039,rain,0.0,0.0,16.1,30.6,9.9,"Rain, Partially cloudy",rain
2022-06-08,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,Motorbike,Sedan,75.4,75.3,68.5,0.012,rain,0.0,0.0,13.4,51.6,9.7,"Rain, Partially cloudy",rain
2022-06-09,2.0,0.0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,None,74.9,74.9,68.1,0.282,rain,0.0,0.0,19.2,68.7,9.3,"Rain, Partially cloudy",rain
2022-06-10,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Tractor Truck Diesel,72.1,72.1,49.5,0.009,rain,0.0,0.0,13.5,10.9,9.9,Rain,rain
2022-06-11,3.0,0.0,0,0,0,0,3,0,Driver Inexperience,Failure to Yield Right-of-Way,Sedan,Station Wagon/Sport Utility Vehicle,71.3,71.3,58.6,0.004,rain,0.0,0.0,8.9,42.1,9.9,"Rain, Partially cloudy",rain
2022-06-12,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Box Truck,68.0,68.0,79.4,0.049,rain,0.0,0.0,11.3,73.1,9.8,"Rain, Partially cloudy",rain
2022-06-13,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan,75.7,76.8,72.4,0.009,rain,0.0,0.0,9.0,33.9,9.3,"Rain, Partially cloudy",rain
2022-06-14,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,None,Bike,None,75.6,75.5,47.2,0.0,none,0.0,0.0,11.0,6.9,9.8,Clear,clear-day
2022-06-15,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Station Wagon/Sport Utility Vehicle,None,73.0,73.0,62.9,0.0,none,0.0,0.0,13.9,1.2,9.9,Clear,clear-day
2022-06-16,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,Tractor Truck Gasoline,Sedan,68.1,68.1,77.9,0.155,rain,0.0,0.0,13.2,90.2,9.6,"Rain, Overcast",rain
2022-06-17,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Station Wagon/Sport Utility Vehicle,None,78.7,78.6,60.4,0.009,rain,0.0,0.0,12.4,54.0,9.4,"Rain, Partially cloudy",rain
2022-06-18,2.0,0.0,0,0,0,0,2,0,Steering Failure,None,Sedan,None,67.2,67.2,48.6,0.0,none,0.0,0.0,23.0,50.3,9.9,Partially cloudy,partly-cloudy-day
2022-06-19,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,63.7,63.7,40.6,0.0,none,0.0,0.0,18.3,20.7,9.9,Partially cloudy,partly-cloudy-day
2022-06-20,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,None,68.7,68.7,38.6,0.0,none,0.0,0.0,13.9,17.6,9.9,Clear,clear-day
2022-06-21,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,None,69.7,69.7,54.7,0.05,rain,0.0,0.0,7.3,47.8,8.9,"Rain, Partially cloudy",rain
2022-06-22,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65.1,65.1,82.8,0.05,rain,0.0,0.0,15.0,100.0,8.3,"Rain, Overcast",rain
2022-06-23,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Sedan,Sedan,66.8,66.8,77.0,0.072,rain,0.0,0.0,10.4,86.8,8.9,"Rain, Partially cloudy",rain
2022-06-24,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/Sport Utility Vehicle,Flat Rack,71.3,71.3,73.7,0.0,none,0.0,0.0,9.7,47.5,8.5,Partially cloudy,partly-cloudy-day
2022-06-25,2.0,0.0,0,0,0,0,2,0,Turning Improperly,Unspecified,Sedan,Sedan,79.1,78.7,55.4,0.0,none,0.0,0.0,7.2,11.1,9.8,Clear,clear-day
2022-06-26,1.0,0.0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,79.8,80.0,54.1,0.0,none,0.0,0.0,12.8,10.7,9.8,Clear,clear-day
2022-06-27,2.0,0.0,0,0,0,0,2,0,Turning Improperly,Unspecified,Sedan,Sedan,73.6,73.6,76.3,0.341,rain,0.0,0.0,12.8,75.1,8.3,"Rain, Partially cloudy",rain
2022-06-28,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,71.6,71.6,50.2,0.0,none,0.0,0.0,7.8,47.7,9.9,Partially cloudy,partly-cloudy-day
2022-06-29,1.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,E-Scooter,Sedan,74.7,74.5,57.2,0.027,rain,0.0,0.0,14.6,11.3,9.8,Rain,rain
2022-06-30,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,78.2,78.0,55.9,0.054,rain,0.0,0.0,13.7,10.9,9.9,Rain,rain
2022-07-01,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,80.8,82.9,64.4,0.0,rain,0.0,0.0,14.5,12.5,9.7,Clear,clear-day
2022-07-02,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Bus,81.2,83.0,66.9,0.037,rain,0.0,0.0,10.1,36.3,9.9,"Rain, Partially cloudy",rain
2022-07-03,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,None,Bus,None,80.3,80.1,52.4,0.0,rain,0.0,0.0,13.3,36.5,9.9,Partially cloudy,partly-cloudy-day
2022-07-04,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan,77.0,76.5,42.2,0.018,rain,0.0,0.0,8.7,0.8,9.7,Rain,rain
2022-07-05,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Bus,Sedan,76.3,76.5,61.6,0.033,rain,0.0,0.0,12.8,30.8,9.8,"Rain, Partially cloudy",rain
2022-07-06,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,None,79.8,80.6,65.1,0.0,none,0.0,0.0,13.9,56.4,9.9,Partially cloudy,partly-cloudy-day
2022-07-07,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Bus,Sedan,76.2,76.5,64.0,0.018,rain,0.0,0.0,12.4,52.5,9.9,"Rain, Partially cloudy",rain
2022-07-08,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Sedan,Sedan,73.7,74.0,79.1,0.099,rain,0.0,0.0,12.1,36.9,9.7,"Rain, Partially cloudy",rain
2022-07-09,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,None,None,None,77.2,77.4,61.5,0.018,rain,0.0,0.0,13.4,24.7,9.9,"Rain, Partially cloudy",rain
2022-07-10,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,None,74.5,74.5,56.2,0.0,none,0.0,0.0,12.6,14.0,9.9,Clear,clear-day
2022-07-11,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,FIRE TRUCK,Box Truck,74.0,74.1,63.5,0.0,none,0.0,0.0,12.6,2.8,9.8,Clear,clear-day
2022-07-12,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Sedan,None,78.8,80.8,66.8,0.0,rain,0.0,0.0,14.5,23.4,9.9,Partially cloudy,partly-cloudy-day
2022-07-13,1.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,E-Scooter,Station Wagon/Sport Utility Vehicle,82.0,82.2,56.4,0.006,rain,0.0,0.0,11.2,7.2,9.9,Rain,rain
2022-07-14,0.0,0.0,0,0,0,0,0,0,,None,None,None,81.0,81.4,59.0,0.009,rain,0.0,0.0,10.0,33.9,9.9,"Rain, Partially cloudy",rain
2022-07-15,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Chassis Cab,Ambulance,78.5,78.7,56.9,0.0,none,0.0,0.0,11.1,52.4,9.9,Partially cloudy,partly-cloudy-day
2022-07-16,0.0,0.0,0,0,0,0,0,0,Unspecified,None,Sedan,None,76.6,77.0,76.5,0.067,rain,0.0,0.0,10.0,53.5,9.8,"Rain, Partially cloudy",rain
2022-07-17,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Motorcycle,Pick-up Truck,78.0,79.1,73.4,0.001,rain,0.0,0.0,11.2,49.5,9.9,"Rain, Partially cloudy",rain
2022-07-18,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,Sedan,Box Truck,79.9,82.5,79.4,0.046,rain,0.0,0.0,14.6,70.8,9.5,"Rain, Partially cloudy",rain
2022-07-19,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,83.2,84.6,60.7,0.0,none,0.0,0.0,11.3,11.6,9.9,Clear,clear-day
2022-07-20,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck,85.7,89.2,56.7,0.009,rain,0.0,0.0,10.0,11.2,9.9,Rain,rain
2022-07-21,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,None,Station Wagon/Sport Utility Vehicle,None,85.3,90.3,64.5,0.156,rain,0.0,0.0,13.9,14.3,9.6,Rain,rain
2022-07-22,1.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unsafe Lane Changing,Sedan,E-Scooter,85.7,87.9,53.8,0.002,rain,0.0,0.0,12.8,12.4,9.8,Rain,rain
